Term	Overlap	P.value	Adjusted.P.value	Old.P.value	Old.Adjusted.P.value	Odds.Ratio	Combined.Score	Genes
Lymphoblastoid BTO:0000773 X130.126 HM60.GM12762	15/176	0.0614992683661999	0.0940516449218434	0	0	1.60909637347225	4.48733533075984	TIA1;MMAB;RFTN1;CBFA2T2;SAFB;FBXO11;HNRNPAB;DDB2;HNRNPDL;SLTM;SNRNP70;EPC1;PIP4K2A;CD47;RGL2
Lymphoblastoid BTO:0000773 X131.126 HM60.GM18558	15/176	0.0614992683661999	0.0940516449218434	0	0	1.60909637347225	4.48733533075984	TIA1;MMAB;RFTN1;CBFA2T2;SAFB;FBXO11;HNRNPAB;DDB2;HNRNPDL;SLTM;SNRNP70;EPC1;PIP4K2A;CD47;RGL2
Colon KM-12 BTO:0003172 P003820	23/297	0.0623041559856678	0.0950546566124349	0	0	1.45171434574277	4.02956291796762	MCCC2;HDAC4;ARMC7;GPN2;CBFA2T2;CST7;FBXO11;CLPX;PDIA4;RAB10;MSH2;MAN2A1;DDAH2;KHSRP;PPIF;EPC1;METTL7B;CHMP4A;RGL2;PSPH;EIF4B;CDK5RAP2;TMPO
Neuroblastoma SK-N-BE BTO:0002696 12h P003961-2	19/236	0.0623633508333499	0.0950546566124349	0	0	1.51326430127421	4.1989717385712	CYB5A;CCDC126;SEPTIN2;HNRNPLL;CBFA2T2;HSD17B11;FBXO11;SNX3;SLC6A6;OXA1L;KATNAL1;HNRNPDL;HNRNPD;EPC1;DVL3;DLAT;MB21D2;TMEM38B;RGL2
Colon Colo 741 PDB:200085 Colo 741 CRC65	36/502	0.0630254039139014	0.0956935914290419	0	0	1.33842653844913	3.69970192237507	SLC35B3;ANKRD16;PPP1R11;CD81;GPS2;TRAM2;BAG6;HEBP1;SMPD2;DHX34;RSBN1L;SAP30L;BNIP2;PGM1;CDK17;ANKRD28;MAP2K2;TLE1;MMAB;IFRD1;EXOC6B;MYO5A;MCC;FBXO11;LEMD2;NCOR2;CDK8;ARHGAP31;AEBP2;KATNAL1;RILPL1;STUB1;CHPT1;MTRF1L;CCDC82;RGL2
Bone U2-OS BTO:0001938 TCL BioRep3 heavy	11/119	0.0632531070951924	0.0956935914290419	0	0	1.75757575757576	4.85198301986941	CCT6A;RPS18;EPC1;RPL23A;VIM;FKBP4;CBFA2T2;FBXO11;RGL2;RPL17;EIF4B
Bone U2-OS BTO:0001938 TCL BioRep3 light	11/119	0.0632531070951924	0.0956935914290419	0	0	1.75757575757576	4.85198301986941	CCT6A;RPS18;EPC1;RPL23A;VIM;FKBP4;CBFA2T2;FBXO11;RGL2;RPL17;EIF4B
Bone U2-OS BTO:0001938 TCL BioRep3 medium	11/119	0.0632531070951924	0.0956935914290419	0	0	1.75757575757576	4.85198301986941	CCT6A;RPS18;EPC1;RPL23A;VIM;FKBP4;CBFA2T2;FBXO11;RGL2;RPL17;EIF4B
Lymphoblastoid BTO:0000773 X126.126 HM12.GM12878	30/407	0.0636210405229227	0.0956935914290419	0	0	1.3775502615335	3.79489066520382	SCARB2;IDI1;SELPLG;NCF4;TM9SF3;TGOLN2;DDI2;RASSF5;PMVK;EPC1;ME2;PGM1;CD53;PTPN1;TIA1;CD300A;SWAP70;TFEB;ACYP2;TBCB;CBFA2T2;FBXO11;SUMF2;PSMB8;GGCT;CHMP4A;CD47;PDE7A;RGL2;SRSF9
Lymphoblastoid BTO:0000773 X127.126 HM12.GM12878	30/407	0.0636210405229227	0.0956935914290419	0	0	1.3775502615335	3.79489066520382	SCARB2;IDI1;SELPLG;NCF4;TM9SF3;TGOLN2;DDI2;RASSF5;PMVK;EPC1;ME2;PGM1;CD53;PTPN1;TIA1;CD300A;SWAP70;TFEB;ACYP2;TBCB;CBFA2T2;FBXO11;SUMF2;PSMB8;GGCT;CHMP4A;CD47;PDE7A;RGL2;SRSF9
Lymphoblastoid BTO:0000773 X128.126 HM12.GM12812	30/407	0.0636210405229227	0.0956935914290419	0	0	1.3775502615335	3.79489066520382	SCARB2;IDI1;SELPLG;NCF4;TM9SF3;TGOLN2;DDI2;RASSF5;PMVK;EPC1;ME2;PGM1;CD53;PTPN1;TIA1;CD300A;SWAP70;TFEB;ACYP2;TBCB;CBFA2T2;FBXO11;SUMF2;PSMB8;GGCT;CHMP4A;CD47;PDE7A;RGL2;SRSF9
Lymphoblastoid BTO:0000773 X129.126 HM12.GM12812	30/407	0.0636210405229227	0.0956935914290419	0	0	1.3775502615335	3.79489066520382	SCARB2;IDI1;SELPLG;NCF4;TM9SF3;TGOLN2;DDI2;RASSF5;PMVK;EPC1;ME2;PGM1;CD53;PTPN1;TIA1;CD300A;SWAP70;TFEB;ACYP2;TBCB;CBFA2T2;FBXO11;SUMF2;PSMB8;GGCT;CHMP4A;CD47;PDE7A;RGL2;SRSF9
Lymphoblastoid BTO:0000773 X127.126 HM60.GM12812	15/177	0.0639466789170122	0.0960251938342634	0	0	1.59907834101382	4.3969948047259	TIA1;MMAB;RFTN1;CBFA2T2;SAFB;FBXO11;HNRNPAB;DDB2;HNRNPDL;SLTM;SNRNP70;EPC1;PIP4K2A;CD47;RGL2
Lung non-small lung cancer BTO:0002553 P005585-I	17/207	0.0646917430389709	0.0969845014689334	0	0	1.5457549691403	4.23246523130642	IFITM3;SMARCAL1;CYB5A;SERPINA1;CD81;CEP164;TBC1D8;CBFA2T2;SORBS3;FBXO11;IGHG4;ARHGAP31;CASP10;EPC1;BNIP2;UTRN;RGL2
Colon HCC-2998 BTO:0003322 P0001568	30/408	0.0652272104337412	0.0976269559442717	0	0	1.37383177570093	3.75039390839239	DAZAP1;GDI2;HSD17B11;FARS2;TM9SF3;CNDP2;RAB40C;KHSRP;ARL6IP5;LONP1;EPC1;PDSS2;METTL7B;SLC25A24;SLC12A2;MCCC2;PDCD6IP;BAZ1A;CBFA2T2;FBXO11;THAP2;PDIA4;RAB10;ARHGAP31;GCLC;DDX39B;P4HB;GART;RGL2;GALK2
Melanoma UACC-62 BTO:0004152 UACC62 NCI60	21/268	0.0656144477261365	0.0980458114140142	0	0	1.46977070536897	4.00359568104568	CDK17;CLIC4;MAP2K2;PPP1R11;PREP;MYO5A;HPS5;CBFA2T2;FBXO11;PITPNC1;DCAF6;EEA1;SNX18;ARHGAP31;RILPL1;EPC1;TRIM47;VIM;METTL9;PGM1;TRIM44
Neuroblastoma SK-N-BE BTO:0002696 12h P003961-1	19/238	0.0666339361695167	0.0994065093509294	0	0	1.49928402164409	4.06087266174586	CYB5A;CCDC126;SEPTIN2;HNRNPLL;CBFA2T2;HSD17B11;FBXO11;SNX3;SLC6A6;OXA1L;KATNAL1;HNRNPDL;HNRNPD;EPC1;DVL3;DLAT;MB21D2;TMEM38B;RGL2
Melanoma A-375 BTO:0002806 ProteaseMax Rep2	16/193	0.0668831020690079	0.0994939650321011	0	0	1.56132340984427	4.22308149948915	KHDRBS1;RPLP0;PREP;DERL2;GPN2;CBFA2T2;FBXO11;RNF5;SCAMP3;HNRNPL;DAP;EPC1;CHPT1;PGLS;VIM;RGL2
Bone U2-OS BTO:0001938 U2OS R1	22/284	0.0669105087948632	0.0994939650321011	0	0	1.45178376694189	3.92620291893609	PRKAB2;CLIC4;RBM14;SRXN1;GTF3C5;AKTIP;MICAL2;RPL23A;CBFA2T2;HSD17B11;RPTOR;KATNAL1;EEF1D;RFK;SPECC1L;EPC1;UHRF1BP1;TMEM38B;FKBP4;RGL2;CCT5;SRSF9
Colon Colo-205 BTO:0000179 COLO205 NCI60	19/239	0.0688423998491051	0.102200180588997	0	0	1.49238920191742	3.99353716611134	HDAC4;PPP1R11;IGFBP4;USP3;BAZ1A;UCHL3;FBXO11;RUNX1;CDC25B;TTC39B;ARL4C;CDK8;GCLC;IMPA2;RFK;EPC1;RGL2;VGLL4;HTATIP2
Glial MO3.13 PDB:200051 oligodend acute	22/286	0.0709844400770192	0.105209080828439	0	0	1.44063079777365	3.8108928408484	RBM14;TTC13;SEPTIN2;RPLP0;SRSF1;CBFA2T2;FBXO11;SUMF1;HNRNPL;DDAH2;KHSRP;GATAD1;HNRNPD;EPC1;ANKRD40;PGLS;VIM;EXOSC3;RGL2;PSPH;SRSF9;SLC25A24
Colon SW-620 BTO:0000675 SW620 NCI60	20/256	0.0727078866672129	0.107588817710155	0	0	1.46453232893911	3.83898652864234	HDAC4;VAC14;ARHGEF12;AKTIP;IRF2BP2;FBXO11;BICD1;RUNX1;CDC25B;HNRNPL;CDK8;DDX39B;RSBN1L;HNRNPD;EPC1;CCDC82;RGL2;VGLL4;PSPH;TRIM44
Bone U2-OS BTO:0001938 U2OS R2	24/318	0.0728947294626257	0.107690757280546	0	0	1.41157727031333	3.69655236566388	PEX16;GABARAPL1;CLIC4;RBM14;PANK3;ACTN1;XRCC3;TWNK;IFT122;CBFA2T2;RABGGTB;GBA2;WDR77;MBTD1;HNRNPL;RPTOR;RAB10;RAD51C;DDAH2;EPC1;RPL26;RGL2;PSPH;NSMAF
Breast MCF-7 BTO:0000093 MDAMB453 R4-2	31/429	0.0738187815247668	0.108704108922761	0	0	1.34809219154707	3.51331979828544	GOSR2;ICA1;SDR39U1;SPINT2;TM9SF3;CLN3;SMPD1;LMAN2;FTH1;PSMB1;EPC1;AMZ2;NR2C2AP;MCCC2;PEX16;PDCD6IP;CAMLG;TC2N;CBFA2T2;FBXO11;SIRT3;GGCT;TMEM59;NFIA;EEF1D;LAMTOR1;RGL2;ITM2B;ABCG1;RAB7A;PNPLA2
Breast MDA-MB-453 BTO:0001908 MDAMB453 R4-1	31/429	0.0738187815247668	0.108704108922761	0	0	1.34809219154707	3.51331979828544	GOSR2;ICA1;SDR39U1;SPINT2;TM9SF3;CLN3;SMPD1;LMAN2;FTH1;PSMB1;EPC1;AMZ2;NR2C2AP;MCCC2;PEX16;PDCD6IP;CAMLG;TC2N;CBFA2T2;FBXO11;SIRT3;GGCT;TMEM59;NFIA;EEF1D;LAMTOR1;RGL2;ITM2B;ABCG1;RAB7A;PNPLA2
Breast HMT-3522 BTO:0003884 HMT-3522-S1 R3-1	18/227	0.0764163377153895	0.112068672117264	0	0	1.48775526448452	3.82585008494951	CDK17;WWOX;CAMLG;TNK1;SPINT2;CBFA2T2;FBXO11;SIRT3;GGCT;NFIA;FTH1;PSMB1;TRIM47;AMZ2;AP4S1;STUB1;RPS10;RGL2
Breast MCF-7 BTO:0000093 HMT-3522-S1 R3-2	18/227	0.0764163377153895	0.112068672117264	0	0	1.48775526448452	3.82585008494951	CDK17;WWOX;CAMLG;TNK1;SPINT2;CBFA2T2;FBXO11;SIRT3;GGCT;NFIA;FTH1;PSMB1;TRIM47;AMZ2;AP4S1;STUB1;RPS10;RGL2
Melanoma UACC-257 BTO:0004233 P001897	37/527	0.0764718321238287	0.112068672117264	0	0	1.30775433409488	3.36201775407009	SCARB2;KDM5A;LRPAP1;VAC14;HSP90AB1;PPOX;RNF5;KHSRP;ARL6IP5;LONP1;EPC1;MFSD1;MLYCD;METTL9;PGM1;EIF4B;DDX17;CMTM7;WWOX;PTPN1;ACAD9;MINK1;MOGS;HPS5;CBFA2T2;FBXO11;ATAD3A;CLPX;THAP2;PDIA4;BRMS1L;ATM;ESYT2;P4HB;PIGG;RGL2;CDS2
Melanoma A-375 BTO:0002806 3hrs 25cm	13/153	0.0791801273649066	0.115851692763076	0	0	1.60257589696412	4.06418043780478	KHDRBS1;RPLP0;PREP;IRS2;RPL23A;GPN2;CBFA2T2;FBXO11;SCAMP3;EPC1;UHRF1BP1;VIM;RGL2
Colon Colo-205 BTO:0000179 12h P003893-1	15/183	0.0800056054700302	0.11687218847062	0	0	1.54147465437788	3.89323868419648	CYB5A;TMEM41B;CBFA2T2;UCHL3;FBXO11;GABARAP;TTC39B;ARL4C;CST3;SLC6A6;GCLC;EPC1;RPS10;RGL2;RPL17
Colon Colo-205 BTO:0000179 P001892	23/306	0.0805109084215548	0.117422459087667	0	0	1.40486759779652	3.53937087737204	SRXN1;MGST3;CMC1;ARMC7;CBFA2T2;UCHL3;ZDHHC17;FBXO11;TM9SF3;TMCO1;PDIA4;TTC39B;CST3;RAB10;GCLC;RFK;SAP30L;EPC1;KDELR3;RGL2;GALK2;HTATIP2;RAB7A
Hematopoietic K-562 BTO:0000664 P001674-1	22/291	0.0819017603581445	0.118792342992048	0	0	1.41347393976178	3.53684367299256	DAZAP1;HSP90AB1;PDCD6IP;CAB39;GDI2;ACOT13;NSUN6;CBFA2T2;PPOX;PRKAB1;FBXO11;RNF5;SRM;SNX3;RAB10;PCMT1;NASP;EPC1;SNX9;RGL2;GART;PICALM
Hematopoietic K-562 BTO:0000664 P001674-2	22/291	0.0819017603581445	0.118792342992048	0	0	1.41347393976178	3.53684367299256	DAZAP1;HSP90AB1;PDCD6IP;CAB39;GDI2;ACOT13;NSUN6;CBFA2T2;PPOX;PRKAB1;FBXO11;RNF5;SRM;SNX3;RAB10;PCMT1;NASP;EPC1;SNX9;RGL2;GART;PICALM
Renal RXF-393 BTO:0004207 P003812	26/354	0.0822141403334041	0.118792342992048	0	0	1.37073624926193	3.42468578217284	IFITM3;NRP1;CLIC4;CD81;TPRG1L;ASAP1;AAAS;TRAM2;ARHGAP35;RIC8A;EPC1;PGM1;TPM4;TPM1;MICAL2;GPN2;CBFA2T2;SORBS3;FBXO11;ARL4C;ESYT2;KDELR3;ITGA5;RGL2;ITM2B;RAB7A
Lymphoblastoid BTO:0000773 X126.126 HM73.GM12878	13/154	0.0823609563132165	0.118792342992048	0	0	1.59112529115857	3.97247307013954	DAZAP1;IAH1;NCF2;APEH;IFI30;CBFA2T2;FBXO11;OAS3;EPC1;PGLS;RGL2;ATP6V0C;SIDT2
Lymphoblastoid BTO:0000773 X127.126 HM73.GM10860	13/154	0.0823609563132165	0.118792342992048	0	0	1.59112529115857	3.97247307013954	DAZAP1;IAH1;NCF2;APEH;IFI30;CBFA2T2;FBXO11;OAS3;EPC1;PGLS;RGL2;ATP6V0C;SIDT2
Lymphoblastoid BTO:0000773 X128.126 HM73.GM12812	13/154	0.0823609563132165	0.118792342992048	0	0	1.59112529115857	3.97247307013954	DAZAP1;IAH1;NCF2;APEH;IFI30;CBFA2T2;FBXO11;OAS3;EPC1;PGLS;RGL2;ATP6V0C;SIDT2
Lymphoblastoid BTO:0000773 X131.126 HM73.GM19139	13/154	0.0823609563132165	0.118792342992048	0	0	1.59112529115857	3.97247307013954	DAZAP1;IAH1;NCF2;APEH;IFI30;CBFA2T2;FBXO11;OAS3;EPC1;PGLS;RGL2;ATP6V0C;SIDT2
Cecum NCI-H747 PDB:200129 NCI-H747 CRC65	28/386	0.0827365586137645	0.118918730540803	0	0	1.35280997248395	3.37132922540249	IFITM3;TMEM41B;UXS1;ICA1;SPINT2;SAP30L;MICALL2;COTL1;TRIM47;MB21D2;TRIM44;HTATIP2;SPAG9;CAST;GABARAPL1;TLE1;FOXJ2;AXIN1;TNFRSF10A;CBFA2T2;FBXO11;TMEM59;PRPF18;AEBP2;TRIM14;ESYT2;CCDC82;RGL2
Mixed PDB:200045 gcpool sdsfrac rep2	14/169	0.0828393347469336	0.118918730540803	0	0	1.55902097071229	3.88329092865443	NAA50;IGFBP4;HIKESHI;CBFA2T2;FBXO11;GGCT;CST3;FTH1;EHBP1L1;EPC1;AP4S1;KDELR3;RAC1;RGL2
Gastric HFE-145 PDB:200047 HFE-145 sdsfrac rep2	14/169	0.0828393347469336	0.118918730540803	0	0	1.55902097071229	3.88329092865443	NAA50;IGFBP4;HIKESHI;CBFA2T2;FBXO11;GGCT;CST3;FTH1;EHBP1L1;EPC1;AP4S1;KDELR3;RAC1;RGL2
Lung A-549 BTO:0000018 A549 R1	18/230	0.0840969127493949	0.120534507598426	0	0	1.46646671084295	3.63065690449301	SLC35B3;RBM14;CAMLG;SRXN1;IGFBP4;RPL23A;CBFA2T2;TRAM2;ZDHHC17;TSPAN15;GCLC;APEX1;EPC1;BNIP2;TRIM47;RPL26;PIGG;B4GALT4
Lymphoblastoid BTO:0000773 X130.126 HM73.GM12045	13/155	0.0856216456514098	0.122369991658907	0	0	1.57983596149112	3.88294793304331	DAZAP1;IAH1;NCF2;APEH;IFI30;CBFA2T2;FBXO11;OAS3;EPC1;PGLS;RGL2;ATP6V0C;SIDT2
Melanoma SK-MEL-5 BTO:0002134 SKMEL5 NCI60	21/277	0.0856455910953358	0.122369991658907	0	0	1.41741485171455	3.48335019560251	ANKRD28;IVNS1ABP;PXK;ANKRD16;IRS2;HPS5;PTPN23;GPN2;CBFA2T2;CDC25B;EEA1;CDK8;NUP50;GATAD1;EPC1;BNIP2;SNX9;RGL2;METTL9;PSPH;CDK5RAP2
Colon Colo-205 BTO:0000179 12h P003893-2	15/185	0.0858907423464368	0.122426052256217	0	0	1.52317701274058	3.73891097412379	CYB5A;TMEM41B;CBFA2T2;UCHL3;FBXO11;GABARAP;TTC39B;ARL4C;CST3;SLC6A6;GCLC;EPC1;RPS10;RGL2;RPL17
Brain SF-295 BTO:0004213 SF295 NCI60	14/170	0.0859530114964238	0.122426052256217	0	0	1.54894460971809	3.80103961075172	TPM4;IFRD1;CBFA2T2;WDR54;MED29;HERC4;KATNAL1;RILPL1;GATAD1;EPC1;UHRF1BP1;VIM;RGL2;SH3GL1
Melanoma A-375 BTO:0002806 4hrs 50cm 400to1200 	16/201	0.0884293171851874	0.125756957305414	0	0	1.49316844519797	3.62175729341632	KHDRBS1;MAPKAP1;RPLP0;DERL2;IRS2;CBFA2T2;FBXO11;FMNL3;EPC1;UQCRFS1;UHRF1BP1;KCNN4;PIGG;RGL2;UBQLN4;PICALM
Colon HCA-46 PDB:200092 HCA-46 CRC65	36/518	0.0887501561346225	0.126016940203593	0	0	1.29287430193742	3.1312511762145	IFITM3;SLC35B3;ANKRD16;ZDHHC20;ICA1;AK3;AGPAT2;EEA1;RPTOR;CLN3;DHX34;EPC1;PDSS2;METTL7B;ARFIP1;SNX9;PDK2;HTATIP2;SLC12A2;IGFBP4;IRF2BP2;ACOT13;CBFA2T2;FBXO11;NR2F6;MAPK13;DDAH2;IVD;APEX1;GALM;FKBP4;RGL2;RCOR1;VGLL4;GALK2;PNPLA2
Melanoma SK-MEL-2 BTO:0003476 P001749	26/358	0.0907895941864608	0.128712576851302	0	0	1.35392968522133	3.24836245435056	KDM5A;CD81;RNF5;ALCAM;RAB40C;LMAN2;KHSRP;LONP1;EPC1;UBXN4;CBR4;PSPH;CMTM7;TTC13;CAMLG;CBFA2T2;FBXO11;CLPX;SUMF2;PDIA4;APEX1;KDELR3;P4HB;UTRN;RGL2;ITM2B
Hematopoietic K-562 BTO:0000664 12h P003686-1	15/187	0.0920452623339445	0.130088737632959	0	0	1.50530489765298	3.59086696142412	MAP2K2;HSP90AB1;PIH1D1;IFRD1;NSUN6;CBFA2T2;FBXO11;TRAM2;HNRNPL;RPS18;RNF138;HNRNPD;EXOSC3;RGL2;CCT5
Hematopoietic K-562 BTO:0000664 12h P003686-2	15/187	0.0920452623339445	0.130088737632959	0	0	1.50530489765298	3.59086696142412	MAP2K2;HSP90AB1;PIH1D1;IFRD1;NSUN6;CBFA2T2;FBXO11;TRAM2;HNRNPL;RPS18;RNF138;HNRNPD;EXOSC3;RGL2;CCT5
Melanoma A-375 BTO:0002806 SDC Rep2	13/157	0.0923832414568741	0.130364605023379	0	0	1.55772769089236	3.7102109027825	CAST;RPLP0;MICAL2;CXCR4;CBFA2T2;ATAD3A;FBXO11;RNF5;DAP;EPC1;RGL2;ATP6V0C;PSPH
Renal RXF-393 BTO:0004207 RXF393 NCI60	16/203	0.0944366239784544	0.133025482367361	0	0	1.47704086666535	3.48555990577758	CLIC4;ANKRD16;TPM4;SEPTIN2;ACTN1;FOXJ2;MYO5A;IRS2;SORBS3;FBXO11;ARHGAP31;PRPF18;RILPL1;VIM;RGL2;IL18R1
Colon SW-480 BTO:0000038 SW SILAC HL-2	24/328	0.094870835687499	0.133025482367361	0	0	1.36441009587165	3.21351178363024	DFFB;METTL2B;TMEM41B;ZDHHC20;MMAB;GLRX5;TNFRSF10A;SPINT2;RRP1B;CBFA2T2;CST7;DCAF6;TMEM59;DDAH2;EPC1;TRIM47;METTL7B;RAC1;PCNT;MB21D2;RGL2;TRMT61B;CDK5RAP2;TMPO
Colon SW-620 BTO:0000675 SW SILAC HL-1	24/328	0.094870835687499	0.133025482367361	0	0	1.36441009587165	3.21351178363024	DFFB;METTL2B;TMEM41B;ZDHHC20;MMAB;GLRX5;TNFRSF10A;SPINT2;RRP1B;CBFA2T2;CST7;DCAF6;TMEM59;DDAH2;EPC1;TRIM47;METTL7B;RAC1;PCNT;MB21D2;RGL2;TRMT61B;CDK5RAP2;TMPO
Colon Colo 320DM PDB:200083 Colo 320DM CRC65	29/408	0.0951299636478849	0.133025482367361	0	0	1.32322515637741	3.11290211151129	IFITM3;PI4K2B;HNRNPLL;TRAM2;EPC1;PIEZO1;LTA4H;METTL9;GABARAPL1;PRKAB2;TLE1;MMAB;METTL3;CBFA2T2;UCHL3;SENP2;WDR54;CDK8;G6PC3;AEBP2;RILPL1;APEX1;BRMS1L;POLR1D;RPL26;FKBP4;RGL2;VGLL4;PNPLA2
Cycling stem cycling crypt base columnar PDB:200050 Daughters light rep 2	25/344	0.0951430887030521	0.133025482367361	0	0	1.35459648611212	3.18651663828646	AK3;HNRNPLL;AUH;ZMIZ1;PSMB1;EPC1;PDSS2;ME2;RPL17;PDK2;SLC12A2;WWOX;BRD1;DCAKD;GLRX5;CBFA2T2;FBXO11;MAPK13;DDX39B;NFIA;PEX6;HNRNPD;RTN4IP1;RGL2;VGLL4
Cycling stem cycling crypt base columnar PDB:200050 Stems heavy rep 2	25/344	0.0951430887030521	0.133025482367361	0	0	1.35459648611212	3.18651663828646	AK3;HNRNPLL;AUH;ZMIZ1;PSMB1;EPC1;PDSS2;ME2;RPL17;PDK2;SLC12A2;WWOX;BRD1;DCAKD;GLRX5;CBFA2T2;FBXO11;MAPK13;DDX39B;NFIA;PEX6;HNRNPD;RTN4IP1;RGL2;VGLL4
Breast HCC-1937 BTO:0003323 HCC1937 R2-1	31/441	0.0966900396162247	0.134775581938341	0	0	1.30778708161263	3.05531087977618	NRP1;TOR2A;UXS1;RPLP0;CEP164;HIKESHI;BAG6;CLN3;LMAN2;PSMB1;EPC1;AMZ2;AP4S1;MLYCD;RAC1;UBQLN4;MCCC2;WWOX;SH3GLB2;ITGA3;SLC35E1;CBFA2T2;FBXO11;MAPK13;EEF1D;FKBP4;RGL2;ATP6V0C;FBP1;B4GALT4;EIF3B
Breast MCF-7 BTO:0000093 HCC1937 R2-2	31/441	0.0966900396162247	0.134775581938341	0	0	1.30778708161263	3.05531087977618	NRP1;TOR2A;UXS1;RPLP0;CEP164;HIKESHI;BAG6;CLN3;LMAN2;PSMB1;EPC1;AMZ2;AP4S1;MLYCD;RAC1;UBQLN4;MCCC2;WWOX;SH3GLB2;ITGA3;SLC35E1;CBFA2T2;FBXO11;MAPK13;EEF1D;FKBP4;RGL2;ATP6V0C;FBP1;B4GALT4;EIF3B
Melanoma MALME-3M BTO:0004162 P003199	31/442	0.0987865152095971	0.137487939613357	0	0	1.30453456057575	3.01972899443998	SLC35B3;SCARB2;LRPAP1;ADPGK;DERL2;RNF5;EEA1;SNX3;SMPD1;MICAL1;KHSRP;EPC1;PDSS2;ACAA1;METTL9;MREG;CMC1;ACOT13;CBFA2T2;FBXO11;THAP2;DDX39B;STIM2;IVD;PPIF;P4HB;KDELR3;RGL2;ARL8B;CDS2;RAB7A
Colon Colo-205 BTO:0000179 P003811	25/346	0.0998959612792187	0.138820414989234	0	0	1.346011736579	3.10070766200508	FAAH;SRXN1;HSD17B11;PPCDC;CST3;IMPA2;RFK;PMVK;EPC1;HTATIP2;KIAA2013;CBFA2T2;UCHL3;FBXO11;TMCO1;PDIA4;TTC39B;ARL4C;RAB10;GCLC;GALM;KDELR3;RGL2;GALK2;RAB7A
Melanoma A-375 BTO:0002806 ProteaseMax withCellDebris Rep3	15/190	0.101784140085804	0.141229361547627	0	0	1.47926267281106	3.37996873350218	CMTM7;RPLP0;DERL2;GPN2;CBFA2T2;FBXO11;SCAMP3;HNRNPL;FMNL3;JMY;EPC1;UQCRFS1;CHPT1;VIM;RGL2
Bone U2-OS BTO:0001938 U2OS R3	27/379	0.102196819468486	0.141586792374397	0	0	1.32592349402694	3.02423886283597	TXNDC9;WDR89;HSD17B11;TRAM2;RXRB;ALCAM;WDR92;ZMIZ1;RFK;EPC1;DVL3;KCNN4;CEP76;PSPH;PRKAB2;EXOC6B;FANCA;TBCB;RPL23A;WIPI2;CBFA2T2;SENP2;CCT6A;FMNL3;SPECC1L;RPL26;NSMAF
Lymphoblastoid BTO:0000773 X129.126 HM73.GM18523	13/160	0.103126991109799	0.142659004368555	0	0	1.52569325798397	3.46606098275933	DAZAP1;IAH1;NCF2;APEH;IFI30;CBFA2T2;FBXO11;OAS3;EPC1;PGLS;RGL2;ATP6V0C;SIDT2
Prostate DU-145 BTO:0001332 DU145 NCI60	13/161	0.106868397339539	0.146316008569703	0	0	1.51530371217584	3.38845720451124	PANK3;PPP1R11;SRXN1;CBFA2T2;FBXO11;FAM177A1;EPC1;AP4S1;RPL26;SNRPF;RGL2;UBQLN4;EIF4B
Hematopoietic PBMC BTO:0001008 81213151614 replicate02-1	5/46	0.106892418089805	0.146316008569703	0	0	2.10034525002784	4.69622997204308	EPC1;TNIK;CBFA2T2;FBXO11;RGL2
Hematopoietic PBMC BTO:0001008 81213151614 replicate02-2	5/46	0.106892418089805	0.146316008569703	0	0	2.10034525002784	4.69622997204308	EPC1;TNIK;CBFA2T2;FBXO11;RGL2
Hematopoietic PBMC BTO:0001008 81213151614 replicate02-3	5/46	0.106892418089805	0.146316008569703	0	0	2.10034525002784	4.69622997204308	EPC1;TNIK;CBFA2T2;FBXO11;RGL2
Hematopoietic PBMC BTO:0001008 81213151614 replicate02-4	5/46	0.106892418089805	0.146316008569703	0	0	2.10034525002784	4.69622997204308	EPC1;TNIK;CBFA2T2;FBXO11;RGL2
Hematopoietic PBMC BTO:0001008 81213151614 replicate02-5	5/46	0.106892418089805	0.146316008569703	0	0	2.10034525002784	4.69622997204308	EPC1;TNIK;CBFA2T2;FBXO11;RGL2
Hematopoietic PBMC BTO:0001008 81213151614 replicate02-6	5/46	0.106892418089805	0.146316008569703	0	0	2.10034525002784	4.69622997204308	EPC1;TNIK;CBFA2T2;FBXO11;RGL2
Renal UO-31 BTO:0004234 P003201	22/303	0.112486856078256	0.153743262873425	0	0	1.35224054034425	2.95453591262368	CMTM7;TTC13;SEPTIN2;CD81;ITGA3;TPRG1L;MICAL2;HPS5;CBFA2T2;FBXO11;THAP2;EEA1;ARL4C;ALCAM;SMPD1;COTL1;EPC1;PIEZO1;KDELR3;RGL2;RAB5A;ITM2B
Colon HT-29 BTO:0000182 HT29 NCI60	14/178	0.113501637217898	0.154667156387971	0	0	1.47275749000584	3.20462901282214	PPP1R11;AKTIP;ICA1;AXIN1;FOXJ2;GPN2;CBFA2T2;NR2F6;MAPK13;NFIA;EPC1;RPL26;CCDC82;RGL2
Glioma SF-268 BTO:0003772 SF268 NCI60	14/178	0.113501637217898	0.154667156387971	0	0	1.47275749000584	3.20462901282214	CLIC4;CUL5;IFRD1;FOXJ2;MYO5A;FBXO11;RIC8A;RILPL1;TRIP6;EPC1;RGL2;EIF4G2;TRIM44;PNPLA2
