Term	Overlap	P.value	Adjusted.P.value	Old.P.value	Old.Adjusted.P.value	Odds.Ratio	Combined.Score	Genes
RCOR1 MEL cell line mm9	106/1567	0.0147166391422157	0.0297972965314228	0	0	1.27288990617215	5.37003803711203	FAAH;PANK3;WIPF1;LST1;ROGDI;CAAP1;CIB1;IFI30;GBA2;CNDP2;SMCHD1;RASSF2;UBASH3B;FTH1;LONP1;TPM4;DDX11;PRKCE;SPNS3;METTL3;ARMC7;PRKCA;ACYP2;PRKAB1;FBXO11;KNSTRN;LEMD2;UNC13D;THAP6;RFX7;TFR2;TRIM14;ANKRD40;UHRF1BP1;UTRN;DUS3L;ABCG1;NSMAF;PXK;TXNDC9;MYCBP2;MAN2A1;MICAL1;DVL2;TNFRSF17;SNX9;SLC37A1;BTN2A2;EXOC6B;MYO5A;ARHGAP25;RPS26;TBXAS1;JMY;REL;UNC119;ITM2B;PICALM;HSP90AB1;CCDC126;KDM8;CEP164;MRPL38;ABHD16A;CCR2;HAVCR2;CD53;TGIF1;SUN2;PARP6;ABCC4;CNOT6L;ARHGEF12;ATMIN;MMD;IFNGR2;AKTIP;TBC1D8;DDB2;KAT2B;GFOD1;PEX6;CTDSP2;OAS3;ITGA5;LTB;ATP6V0C;HDAC4;HDAC5;CLEC12A;USP12;GPS2;ASAP1;RCHY1;TM9SF3;ERICH1;MICALL2;BNIP2;UBQLN4;GATAD2B;PSMB8;NUDT22;NIN;TRIM39;BRMS1L;VIM
UBTF K562 hg19	208/3293	0.0147525830866358	0.0297972965314228	0	0	1.19539795480809	5.04020073059461	IFITM3;SLC35B3;TMEM41B;MAML2;PITPNA;CYB5D2;TIAL1;RASSF2;ARL6IP5;PIEZO1;ARFIP1;UBASH3A;RPS10;CDK5RAP2;MCCC2;FNBP1;PIH1D1;CMC1;METTL3;SYTL1;IMP4;ARMC7;PRKCA;WDR77;HLA-E;BIN1;TRIM14;YME1L1;KDELR3;CCDC82;UBA52;POM121;MGST3;FBF1;BCL10;AAAS;CDKN2AIP;MRPL11;DHX34;NUP85;DPH3;CEP76;LYN;CDK19;CCZ1B;GADD45B;EDEM1;SETDB2;MYO5A;SLC16A10;PARP14;NR2F6;MED13L;EHD1;HNRNPL;CCT6A;RPS26;SLC6A6;TRIP6;UNC119;MPHOSPH10;PSMG1;STRN;ATM;AVL9;CALM1;RCOR1;ITM2C;CEP57;GDI2;ABCC10;TRAM2;LFNG;SMPD2;ING2;SMPD1;CD33;CNOT6L;PRORSD1P;CAMLG;NSUN6;MANEAL;SIRT3;RPUSD4;PRPF18;RILPL2;PIGG;GART;AVPI1;ODC1;GPS2;PROCA1;ALOX5;GCNT2;PCNT;CCT4;IL10RA;AP3D1;KIAA2013;BYSL;TMCO1;WDR11;TMEM59;LYRM4;CCDC9;CAMK4;TSR1;FRA10AC1;CEP19;ROGDI;SAT2;TMEM140;ABHD13;NRBP2;SMCHD1;IPO9;KHSRP;PLEKHJ1;CAST;ZNF561;MAP2K2;IGFBP4;USP3;ACOT13;TRNT1;FBXO11;DEXI;SHQ1;GEMIN4;ARL8A;ARL8B;INO80B;METTL2B;IDI1;DNMT1;PXK;ANKRD16;UBA7;TNKS;AK3;CREBL2;TNFRSF14;MLKL;IFT122;HPS5;SUPT5H;IRAK1BP1;EFNA3;SON;NIT1;LSM14B;RAB5A;WRAP53;KDM5A;RNPEPL1;ADPGK;DOCK8;SLC2A6;CDC73;PPP2R5E;PDE4A;RFC5;ABCC4;RBM14;ARHGEF12;DDX58;ACTR5;TBC1D8;AXIN1;SENP2;IRF3;ZNF639;PEX3;DDAH2;OAS3;ITGA5;MTRF1L;GTF3C5;SFSWAP;C2ORF68;GOSR2;ASAP1;HSD17B11;TSPAN32;SRM;TBRG1;SLC25A28;ERICH1;TBX21;TGS1;PDE6D;PDSS2;ZNF622;CNNM2;EIF4B;SLC25A24;ZNF286A;USP25;CDK11A;ZNF184;MMAB;FOXJ2;CDK11B;NIN;MFAP3;ATXN10;PDE7A;TRMT61B
POU2F2 GM12891 hg19	113/1684	0.0149493184447503	0.0301201082738673	0	0	1.26286988650032	5.30795524716151	SMARCAL1;PI4K2B;PDCD7;ZDHHC4;TRAPPC12;EP300;PSPH;TMPO;MYLIP;ZNF561;PRKAB2;KHNYN;STARD7;METTL3;NSMCE1;SSU72;MOGS;PRKAB1;THAP2;ACAP2;THAP6;PPIF;NHP2;TNIK;UBA52;FAM8A1;ARL8B;SRSF9;ZNF276;INO80B;IDI1;ANKRD16;MAPKAP1;MGST3;ITPR1;CLEC16A;MTMR9;SLC38A10;CREBL2;OSGEP;MBTD1;NUP85;DPH3;DVL2;TNFRSF17;ZNF668;NUP88;VASP;UBE2I;FANCA;SUPT5H;EHD1;NDUFAF4;CDC16;CALM1;RAB5A;ZNF254;ARHGAP11A;FAF1;INTS10;GDI2;MRPL38;PTPN23;NAGPA;CDC73;EEA1;ARL5B;DDI2;POLH;RBM14;PRORSD1P;PDCD6IP;TTC32;CAMLG;NSUN6;FOS;TRAF1;SUMF2;SUMF1;PRPF18;SLTM;IRF3;PEX3;IRF1;PABPC1;PIGG;ATP6V0C;VAC14;TRIM52;SELPLG;GOSR2;GPS2;CXCR4;RCHY1;NT5C;TBRG1;RNF138;TDG;EXOSC3;RELT;CCT4;PTPN1;IL10RA;TMED7-TICAM2;ELP3;GTF2H1;PTPN11;TMCO1;RAD50;APEX1;RTN4IP1;LGR4;FRA10AC1
ELF1 HCT116 hg19	83/1194	0.0159956241963553	0.0321488407493249	0	0	1.30675633935075	5.404012542995	SLC35B3;KDM5A;C2ORF42;DCLRE1C;CCDC126;ADPGK;ZFAND2A;CEP164;MRPL38;GHITM;BRCA1;AATF;WDR89;CYB5D2;CNST;PPP2R5E;GATAD1;EP300;CCNL2;UBXN4;FBXO7;RPS10;UPF2;CAP1;DCAKD;IMP4;TRNT1;PRKAB1;RBL2;FAM210A;KAT2B;SHQ1;CHMP4A;RPL26;PIGG;PPP1R12C;UBA52;ARL8B;INO80B;RAB1A;VAC14;RNASEH2B;GTF2A2;ANKRD16;UHRF2;RNF38;MTMR9;GPS2;AK3;RNF6;UBR2;AAAS;TBRG1;CLN3;DHX33;ERICH1;LMAN2;SAP30L;PSMB1;BLOC1S3;VTI1A;ZNF227;ZNF622;CEP76;RPL17;MARK2;WWOX;CDK11A;TTC13;SLC35E1;TRAPPC10;AP3D1;ELP3;GTF2H1;PTPN11;HPS5;SUPT5H;FBXO33;CDK11B;ZZEF1;TBCK;RAD50;CLPTM1L
PAX5 GM12892 hg19	35/436	0.0163918375575385	0.0328642246853844	0	0	1.51608069029305	6.23256493090007	RAB1A;IDI1;PXK;MAST3;DOCK8;RRP1;FBF1;CLEC16A;CIB1;OAZ1;CDC73;CDKN2AIP;EEA1;SCAF8;RAB40C;SMPD1;TMPO;MCCC2;PTPN1;UBE2I;CAMLG;PABPC4;SETDB2;ACAD9;VPS13A;DEXI;CDC25B;EHD1;FMNL3;CCDC9;PEX3;ESYT2;CALM1;TRMT61B;SLC35E2B
RAD21 MEL cell line mm9	202/3199	0.0164577475553299	0.0329154951106598	0	0	1.19362346756556	4.90216256709832	MAML2;RTCA;RRP1;PREP;PPP2R2A;IKZF1;ACCS;WDR89;DCAF6;PREX1;ZMIZ1;PIEZO1;FBXO7;PDK2;PIH1D1;ARRDC2;CMC1;NSMCE1;IMP4;MOGS;DLEC1;PRKAB1;MIF4GD;UNC13D;RBP7;THAP6;ZFYVE19;TRIM14;RPL26;MGST3;AAAS;MTMR6;MRPL11;FXR2;DHX33;CHST11;DHX34;NUP85;DPH3;VTI1A;AMZ2;CEP76;CDK17;PRELID1;GADD45B;FUCA1;MTHFS;FAM220A;EHD1;HNRNPL;RPS26;NDUFAF4;CDC16;CCDC88C;SPRTN;PSMG1;AVL9;RGL2;CDS2;CEP57;BTG1;CCDC126;FAF1;GBE1;RPLP0;INTS10;MRPL38;MRPL34;ABCC10;CAP1;DENND2D;PARP6;ATMIN;MIOS;PABPC4;MINK1;TFEB;TMC8;TYK2;UCHL3;PTGR2;DDB2;KAT2B;FAM222A;PRPF18;CAB39;CXCR4;NT5C;SCAF8;PCNT;MAP4K5;RELT;CCT5;WWOX;BRF1;WDR18;RFTN1;AP3D1;SORBS3;DCBLD1;BYSL;TMCO1;SNX18;TRIP10;ESYT2;IL18R1;SCARB2;MIDN;TOR2A;UPK2;CIB2;APEH;ETS2;GIMAP8;CDC14A;BEST1;ABHD13;IPO9;AZI2;MAP3K5;SH3GL1;ZBP1;MYLIP;SH3GLB2;TOR3A;IGFBP4;SWAP70;ACYP2;GTF2F1;CDC25B;SHQ1;MAPKAPK3;TMX2;GEMIN4;PPIF;RPP21;ABCG1;ARL8B;UBA7;CUL5;AK3;ITPR2;CREBL2;UBR2;BCL2L11;MAN2A1;DVL1;CDH23;KDSR;BPTF;UBE2I;SLC37A1;IFT122;CNOT10;FBXO33;GGCT;WRAP53;SLC48A1;RNPEPL1;ADPGK;CEP164;ADAR;DDX41;CDC73;ABHD16A;GATAD1;TLK1;PDE4A;ME2;YWHAH;SLC36A1;SMIM14;PLEKHG2;TTC32;HAUS4;AXIN1;IQCE;SENP3;DDAH2;MTRF1L;GTF3C5;SRSF1;RCHY1;PPOX;AGPAT2;RAB24;LRIG2;CNNM2;GBP2;UBQLN4;EIF4B;SLC12A2;CMTM3;LIMK1;DTNBP1;RPL23A;SLC25A37;PINK1;CARM1;STUB1;CHPT1;SMAP2
POLR2AphosphoS5 HL-60 hg19	99/1459	0.0167375070510498	0.03339316810185	0	0	1.27553329023917	5.21706272411809	SCARB2;SLC35B3;PI4K2B;PANK3;TMEM41B;UXS1;PREP;PPP2R2A;IFI30;WDR89;CNDP2;ABHD13;SMCHD1;KHSRP;ARL6IP5;TBC1D10C;SNIP1;ACAA1;RPS10;SH3GL1;TLE4;MCCC2;PRKAB2;PIH1D1;CMC1;NSMCE1;SCAMP3;UHRF1BP1;UBA52;FAM8A1;PXK;FBF1;SLC38A10;CREBL2;CDKN2AIP;SNX3;NUP85;VTI1A;DVL2;SLC38A6;NEK9;EDEM1;IFT122;CDC7;TRAPPC8;SUPT5H;CCT6A;RPS26;POLA2;NDUFAF2;PHF14;MPHOSPH10;PSMG1;RBAK;KDM5A;CLIC4;GDI2;DDX41;TRAM2;CDC73;UQCRFS1;LRRC47;ABCC4;PRORSD1P;TTC32;MIOS;DDX58;DCAKD;NSUN6;WIPI2;SENP2;ZDHHC17;SUMF2;DDB2;KAT2B;RAD51C;SLTM;IRF1;NAA35;GART;B4GALT4;RAB1A;GTF2A2;UHRF2;C2ORF68;GOSR2;HSD17B11;TBRG1;LRIG2;RWDD1;PTPN1;USP25;CDK11A;TMED7-TICAM2;RRP1B;CDK11B;POLE4;TTC3;TRMT61B
TAL1 G1E-ER4 mm9	59/810	0.0168485169870992	0.0335326581987145	0	0	1.36966401506285	5.5930129229907	DAZAP1;ROGDI;MRPL38;CIB1;APEH;IFI30;LMBR1;ABHD16A;SMPD1;TLK1;PGLS;IER5;HAVCR2;SH3GLB2;ARHGEF12;MAP2K2;GPX1;ATMIN;GLRX5;IFNGR2;TMC8;BAZ1A;PRKAB1;UNC13D;IRF3;TFR2;DDAH2;ORAI3;UTRN;UBA52;NSMAF;ARL8B;AGPAT5;TXNDC9;UBA7;GPS2;PPOX;TSPAN32;MRPL11;GUCD1;CHRAC1;MICALL2;TNFRSF14;NUP88;KCNN4;DCAF11;RABGAP1L;TRAPPC10;DONSON;SLC16A10;NUDT22;HNRNPL;GID8;TBXAS1;UNC119;CENPN;SMAP2;ITM2B;EIF3B
SMARCC2 HeLa-S3 hg19	57/779	0.0171341891044538	0.0340182440613974	0	0	1.37593984962406	5.59550630912138	SMARCAL1;NAGPA;DCAF6;CNST;MFSD1;MAP2K3;PARP6;PRKAB2;GABARAPL1;TTC32;DCAKD;ACAD9;C1ORF43;TIMM21;UCHL3;WDR77;TRAPPC6B;ZFYVE19;OAS3;DNMT1;SFSWAP;MGST3;PRCC;OSGEP;PTDSS1;PMVK;DPH3;LTA4H;ZNF622;LRIG2;UBQLN4;TRIM44;CCT5;SLC25A24;BANP;PEX16;IVNS1ABP;RWDD1;UVRAG;TTC13;ZNF184;TMED7-TICAM2;GTF2H1;HPS5;FBXO33;TMEM59;G6PC3;WNK1;APEX1;JMY;PHF14;TRIP10;CENPN;LAMTOR1;EIF4G2;EIF3B;WRAP53
ZNF143 HeLa-S3 hg19	131/2000	0.0187527959759581	0.0369620326482653	0	0	1.23190825709349	4.89857529253215	SMARCAL1;TMEM41B;ZFAND4;PDCD7;CEP19;RRP1;PITPNA;CIB2;SAT2;ACCS;GBA2;ZDHHC4;CNDP2;ELK4;TIAL1;ABHD13;IPO9;SNIP1;ARFIP1;CHAC2;PSPH;TMPO;MCCC2;MYLIP;KHNYN;ARRDC2;CMC1;NSMCE1;ARMC7;LEMD2;SCAMP3;HLA-E;SHQ1;BIN1;GEMIN4;PPIF;NHP2;ANKRD40;SNRPF;FAM8A1;NSMAF;SRSF9;ZNF276;LRPAP1;METTL2B;MAPKAP1;CUL2;UBR2;GABARAP;SNX3;DPH3;SLC38A6;DVL3;CEP76;CDK17;VASP;BTN2A2;CCDC12;XRCC3;IFT122;TRAPPC8;SUPT5H;GGCT;EHD1;RPS26;STK24;NASP;PHF14;PSMG4;AVL9;CALM1;SLC48A1;CLIC4;CCDC126;ZFAND2A;RPLP0;INTS10;CEP164;GDI2;MRPL38;ADAR;BRCA1;PTPN23;AATF;CDC73;RPTOR;SMPD2;ARL5B;GATAD1;UQCRFS1;UBXN4;PGM1;SLC36A1;RFC5;GPX4;CAMLG;ACTR5;NSUN6;WIPI2;TERF2;RPUSD4;RAD51C;RILPL2;PEX3;PEX6;ITGA5;PIGG;RAB1A;GTF2A2;GPS2;PPOX;ERICH1;TDG;LMAN2;PSMB1;ZNF622;LRIG2;MAP4K5;RNF130;METTL9;CCT4;RWDD1;WWOX;WDR18;ELP3;GTF2H1;SLC25A37;LYRM4;NFIA;AGGF1;SSBP4
POLR2A HCT116 hg19	131/2000	0.0187527959759581	0.0369620326482653	0	0	1.23190825709349	4.89857529253215	SCARB2;CHIC2;ZFAND4;PITPNA;PREP;PPP2R2A;ZDHHC4;HERC4;PCMT1;ABHD13;UBASH3B;COTL1;TRAPPC12;PIEZO1;PIP4K2A;CHAC2;TMEM38B;RPS10;TMPO;DDX17;MCCC2;MYLIP;TOR3A;PIH1D1;CMC1;PAM16;NSMCE1;GTF3A;MOGS;TRNT1;MIF4GD;SCAMP3;PDIA4;THAP6;CCDC82;FAM8A1;ARL8A;TSPYL4;SRSF9;METTL2B;DNMT1;TXNDC9;SEH1L;YTHDC2;COPB1;FBF1;SLC38A10;OSGEP;SNX3;ODF2L;ITPRIPL1;DHX34;SLC38A6;IVNS1ABP;NEK9;TIA1;RABGAP1L;GADD45B;MLKL;FUCA1;PLK2;TNFRSF10A;SUPT5H;PHC3;RPS26;SLC6A6;GCLC;STK24;ACER3;NDUFAF2;ZNF778;AVL9;NIT1;RBAK;RAB5A;EIF4G2;ITM2C;STAG3L2;MRPL38;BRCA1;AATF;HERPUD1;RPTOR;SMPD2;UQCRFS1;ME2;BBS7;POLH;RBM14;TTC32;MIOS;GPX4;PABPC4;NSUN6;WIPI2;DCK;RPUSD4;RAD51C;PEX3;TRAPPC6B;NAA35;CD47;PIGG;RNF166;RAB7A;CAB39;ZDHHC20;SRSF1;GPS2;TM9SF3;CST3;TBRG1;SERTAD1;SAP30L;PDSS2;ZNF622;EXOSC3;RELT;ZNF286A;FEM1B;SMOX;ELP3;GTF2H1;RAB10;TMEM59;SLC25A37;SNX18;MFAP3;AGGF1;CCNYL1;CHPT1
SIN3A GM12878 hg19	131/2000	0.0187527959759581	0.0369620326482653	0	0	1.23190825709349	4.89857529253215	PANK3;PDCD7;CEP19;APEH;TMEM140;CDC14A;ALCAM;IPO9;ZMIZ1;FTH1;TBC1D10C;MB21D2;RPS10;ZBP1;FNBP1;UBE4B;ARMC7;PDIA4;FLJ37453;TIAM1;THAP6;ORAI3;UHRF1BP1;RPL26;SNRPF;CCDC82;UBA52;SRSF9;INO80B;LRPAP1;METTL2B;POM121;PXK;ANKRD16;TNKS;YTHDC2;MTMR9;ITPR2;SLC38A10;CDKN2AIP;MRPL11;SNX3;DHX34;PMVK;DPH3;DVL3;AMZ2;NUP88;NLRP1;SLC15A4;VASP;UVRAG;TIA1;FUCA1;TRAPPC8;TBCB;PARP14;ARHGAP25;WDR54;SMARCA4;RPS26;ARHGAP31;G6PC3;PHF14;AVL9;CALM1;RBAK;RGL2;GALK2;ZNF254;ARHGAP11A;CEP57;RPLP0;BRCA1;MRPL34;PPCDC;RPTOR;CHAF1A;RFK;HTATIP2;GPX4;DDX58;PABPC4;TMC8;ARAP1;RABGGTB;CBFA2T2;UCHL3;SENP2;TERF2;SUMF1;RPUSD4;KAT2B;RILPL2;DDAH2;OAS2;PEX6;GTF2A2;SELPLG;UHRF2;CAB39;C2ORF68;HSD17B11;RCHY1;COX5B;SRM;TBRG1;GNA15;RAB40C;TGS1;PDSS2;STX4;ZNF227;LRIG2;EXOSC3;DCAF11;PEX16;RWDD1;CDK11A;ZNF184;RFTN1;DONSON;GTF2H1;CDK11B;BYSL;TMCO1;FMNL3;CCDC9;CCNYL1;FRA10AC1;EIF3B
SIN3A Panc1 hg19	69/976	0.0190800536806967	0.0375164428998759	0	0	1.32765953351292	5.25635252486593	ARHGAP11A;HSP90AB1;GDI2;BRCA1;PPCDC;ZDHHC4;CNDP2;TIAL1;SMPD1;SNIP1;LRRC47;SLC36A1;RFC5;MCCC2;DDX58;FOS;GTF2F1;SENP2;SCAMP3;SUMF2;RPUSD4;FAM210A;SHQ1;PEX3;NUP50;ORAI3;PABPC1;SNRPF;ANKRA2;RNF166;INO80B;TXNDC9;COPB1;FBF1;UBR4;SLC38A10;CREBL2;PPOX;NUP85;SAP30L;VTI1A;GCNT2;DVL2;SLC38A6;NUP88;CCT4;RWDD1;CDK11A;TTC13;ZNF184;MMAB;SLC35E1;IFT122;GTF2H1;MCOLN2;CDK11B;ZZEF1;TMCO1;BYSL;NUDT22;CCT6A;POLA2;G6PC3;MFAP3;CCNYL1;ZNF778;MPHOSPH10;GALK2;TRMT61B
BCL3 GM12878 hg19	39/503	0.0196259061763555	0.0384969698074665	0	0	1.46048782865871	5.74103867704745	ZNF276;DENND1C;CIITA;BCL2A1;PHF1;RPLP0;NCF4;ROGDI;USP12;GABARAP;CDC73;GIMAP8;ALCAM;SMPD1;DVL2;ARL6IP5;TRAPPC12;CCNL2;UPF2;RABGAP1L;CDK11A;UBE2I;TPM4;GPX4;CD300A;EDEM1;RFTN1;GPN2;DCK;CDK11B;SCAMP3;SUMF2;RUNX1;NDUFAF4;EHBP1L1;REL;PSMG1;CALM1;RGL2
YY1 A549 hg19	81/1173	0.0198517739441295	0.0388466367827571	0	0	1.29629350041519	5.08077299695729	STAG3L2;ADPGK;INTS10;AMD1;GDI2;GHITM;NAGPA;PPCDC;HERPUD1;CASP10;LONP1;CCNL2;RNF111;TMPO;CDK5RAP2;LRRC47;DDX17;ZNF561;RBM14;MIOS;STARD7;NSMCE1;UBE4B;TIMM21;TERF2;SCAMP3;PRPF18;SLTM;TMX2;NAA35;PABPC1;RPL26;SNRPF;UBA52;INO80B;IDI1;TXNDC9;UHRF2;SFSWAP;YTHDC2;PRCC;UBR4;CLEC16A;MTMR9;CREBL2;UBR2;TAPBPL;OAZ1;MRPL11;CLN3;NTHL1;TGS1;VTI1A;PDSS2;NUP88;EXOSC3;NEK9;TIA1;FEM1B;ELP2;RPL23A;GTF2H1;PTPN11;WDR11;POLE4;CCT6A;RPS26;SON;CCDC9;MFAP3;CDC16;CNOT3;NDUFAF2;AGGF1;MPHOSPH10;NIT1;CALM1;RGL2;TAF3;TRMT61B;FRA10AC1
RAD21 HepG2 hg19	171/2685	0.0203658276830101	0.0397572138500866	0	0	1.19974258254956	4.6716739185264	MAML2;UBE2D3;RRP1;PREP;CIB2;ALCAM;IPO9;ZMIZ1;FTH1;TRAPPC12;ZNF569;DIP2A;FBXO7;PSPH;MAP3K5;SH3GL1;PLEKHJ1;PRKAB2;MREG;USP3;ANGEL2;CMC1;METTL3;NSMCE1;ACOT13;ARMC7;MIF4GD;EDAR;MAPKAPK3;STIM2;GEMIN4;PPIF;TRIM14;SRSF4;UHRF1BP1;UBA52;FAM8A1;ARL8B;SLC27A4;SRSF9;INO80B;METTL2B;DNMT1;PXK;INO80D;TXNDC9;UBA7;CUL5;YTHDC2;MAPKAP1;COPB1;ITPR1;MTMR9;ITPR2;AAAS;MTMR6;SNX3;FXR2;MAN2A1;DPH3;SLC38A6;ZNF668;ZNF821;IVNS1ABP;CDK17;RABGAP1L;FUCA1;TNFRSF10A;SLC16A10;HPS5;PARP14;EHD1;MLLT10;SLC6A6;TBCK;NDUFAF4;ZNF814;TBXAS1;CCDC88C;NAPEPLD;REL;ZNF778;ATM;CALM1;WRAP53;CDS2;SRXN1;ADPGK;GBE1;RPLP0;MRPL38;TMEM51;BRCA1;MRPL34;NAGPA;CDC73;LMNB1;EEA1;RPTOR;SMPD2;SPRED2;CASP10;RFK;GATAD1;PDE4A;SPG11;POLH;SLC36A1;DFFB;PRORSD1P;ATMIN;GPX4;CAMLG;DDX58;VPS13A;TBC1D8;AXIN1;NSUN6;FOS;MANEAL;TERF2;SUMF2;FAM210A;KAT2B;PRPF18;RAD51C;RILPL2;AEBP2;PEX3;NUP50;PEX6;OAS3;CAB39;USP12;ASAP1;HSD17B11;SRM;CST3;NT5C;SCAF8;TBX21;TDG;PDSS2;ZNF227;FYN;METTL7B;EXOSC3;MAP4K5;E2F6;RELT;PTPN1;USP25;TTC13;RRP1B;SORL1;TMCO1;TTC39B;POLE4;ASXL1;SLC25A37;SNX18;PINK1;RAD50;NFIA;CARM1;AGGF1;GALM;SSBP3;LGR4;TRMT61B;FRA10AC1
EGR1 H1-hESC hg19	73/1046	0.0211480246405748	0.0411856518059881	0	0	1.3096257171478	5.05019018303402	CEP57;C2ORF42;CHIC2;ZFAND4;UXS1;INTS10;ADAR;TRAM2;CDC73;EEA1;SMPD2;SPRED2;LMBR1;RASSF2;CNST;AUH;ZMIZ1;SMPD1;COTL1;EPC1;PRKACA;SH3GL1;PLEKHJ1;LRRC47;SLC36A1;USP3;ACAD9;IQCE;TRNT1;UCHL3;ZDHHC17;PRPF18;TRAPPC6B;KDELR3;RPL26;AVPI1;RAB7A;PXK;SEH1L;TNKS;MYCBP2;MTMR9;COX5B;TBRG1;CHST11;ERICH1;MAN2A1;ZNF668;PDSS2;AMZ2;ZNF227;ZNF622;E2F6;TRIM44;RWDD1;CCZ1B;IFT122;SLC16A10;ELP3;TRAPPC8;ASXL1;NR4A2;MLLT10;SNX18;POLA2;RAD50;LYRM4;CCDC9;PHF14;PSMG4;STRN;RAB5A;SSBP3
POLR2A GM12892 hg19	171/2690	0.0216579997870577	0.0420783995862835	0	0	1.19699583488416	4.5873433616585	SCARB2;TMEM41B;GIMAP1;RRP1;PITPNA;ROGDI;PREP;CISD2;CIB2;SAT2;APEH;DCAF6;TIAL1;PREX1;PCMT1;ABHD13;NRBP2;KHSRP;TBC1D10C;PIEZO1;AZI2;VPS39;SH3GL1;DDX17;TLE4;SH3GLB2;IAH1;CMC1;METTL3;NSMCE1;SSU72;UBE4B;ARMC7;FBXO11;LAX1;PDIA4;SHQ1;MSH2;ORAI3;RIN3;UHRF1BP1;CCDC82;UBA52;METTL2B;POM121;PXK;ANKRD16;UBA7;FBF1;ITPR1;CLEC16A;SLC38A10;CREBL2;OAZ1;CDKN2AIP;NTHL1;NUP85;DPH3;DVL2;SLC38A6;AMZ2;LTA4H;NLRP1;BPTF;CCZ1B;EDEM1;XRCC3;FANCA;CNOT10;TRAPPC8;SUPT5H;IFFO1;WDR54;SMARCA4;GGCT;POLA2;G6PC3;STK24;ACER3;UNC119;PSMG1;SLC35E2B;ITM2C;DENND1C;PHF2;STAG3L2;RNPEPL1;SRXN1;ADPGK;OGG1;RPLP0;MRPL38;CBWD3;TRAM2;CDC73;AKAP13;SPRED2;ARL5B;SMPD1;LRRC47;SLC36A1;DFFB;ABCC4;PRORSD1P;TTC32;ACTR5;IFNGR2;TBC1D8;AXIN1;TMC8;NSUN6;MANEAL;WIPI2;CBFA2T2;SAFB;SENP2;TERF2;DCK;SUMF2;DDB2;RPUSD4;FAM210A;PRPF18;RAD51C;SLTM;EEF1D;PEX3;OAS3;NAA35;MTRF1L;RNF166;RAB1A;GTF2A2;CAB39;C2ORF68;GOSR2;HSD17B11;PPOX;TBRG1;ERICH1;TDG;SAP30L;PDSS2;STX4;ZNF227;ZNF622;LRIG2;EXOSC3;METTL9;TRIM44;ZNF286A;PEX16;RWDD1;USP25;CDK11A;FEM1B;MMAB;WDR18;FOXJ2;ELP3;GTF2H1;RRP1B;TTC39C;CDK11B;PSMB8;CCDC9;CAMK4;ESYT2;RTN4IP1;ZNF610;EIF3B
IRF3 HeLa-S3 hg19	119/1809	0.0218759196061302	0.0424008323007179	0	0	1.23529908498151	4.72176869158302	ZFAND4;ROGDI;IRS2;WDR89;BEST1;KHSRP;CCNL2;SBDSP1;PRKACA;PDK2;TMPO;SH3GL1;MAP2K3;TLE4;STARD7;ACTN1;NSMCE1;HLA-E;PDIA4;ACAP2;MSH2;TMX2;SNRPF;IDI1;POM121;ANKRD16;TPRG1L;GABARAP;OSGEP;MBTD1;FXR2;BLOC1S3;KLHDC10;UVRAG;CDK19;UBE2I;BTN2A2;NEK7;XRCC3;SETDB2;IFT122;TBCB;ANKHD1;GGCT;HNRNPL;SON;NASP;CNOT3;NDUFAF2;PHF14;TCF3;RBAK;EIF4G2;WRAP53;CEP57;C2ORF42;DAZAP1;PHF1;ZFAND2A;RPLP0;CEP164;GDI2;BRCA1;SLC2A6;HERPUD1;LMNB1;AKAP13;CHAF1A;NUDCD2;IMPA2;PPP2R5E;RBM14;GPX4;DCAKD;GLRX5;AKTIP;TYK2;UCHL3;MED29;EEF1D;IVD;GART;AGPAT5;HDAC4;GTF3C5;PLAG1;DERL2;RNF6;PPOX;SRM;SLC25A28;SERTAD1;RAB40C;ERICH1;LMAN2;RSBN1L;SAP30L;PDE6D;FYN;ZNF622;CNNM2;PCNT;DCAF11;RPL17;CCT5;RWDD1;HSPA1L;MMAB;AP3D1;HNRNPAB;GATAD2B;FMNL3;NFIA;APEX1;TRIP10;P4HB;RTN4IP1;LGR4;EIF3B
